id,name,brand_name,price,discount_rate,rating_average,review_count,quantity_sold,sales_status
1313873,Kem chống nắng Sunplay mát lạnh giải nhiệt dạng sữa Sunplay Super Cool SPF 50 - PA++++ 30g,Sunplay,76000,29,4.8,220,4579,Hot
279159491,Mặt Nạ Cấp Ẩm Làm Dịu Và Phục Hồi Caryophy Skin Repair Mask Sheet 25g,Caryophy,36400,0,0.0,0,0,Slow
279155743,Bộ Tái Sinh Da Cao Cấp Ohui The First Geniture Signature Special Set,OHUI,4410000,30,0.0,0,0,Slow
279092763,Kem phục hồi và bảo vệ da Age Defense Cream HYDRO-NUTRI. ANTI-AGING 360° CREAM CASMARA 50ml,Karmel,1260000,0,0.0,0,0,Slow
278669139,Serum Vitamin C 3% Niosome Oribe Dưỡng Trắng Cho Da Nám Xỉn Màu,Oribe,350000,33,0.0,0,0,Slow
278515995,Tinh chất chống nắng chống lão hóa - chống oxy hóa làm dịu da The Whoo UV Red Vitamin Sunscreen 50ml,the history of whoo,1012500,25,0.0,0,0,Slow
278466140,Sữa chống nắng cho da nhạy cảm Shiseido GSC Perfect Sun Protector Lotion Sensitive SPF50+ 50ml,Shiseido,1107000,10,4.5,2,6,Slow
278457431,Tinh chất dưỡng da Shiseido Ultimune Power Infusing 4.0 Serum 30ml,Shiseido,1944000,10,3.7,3,6,Slow
278217943,Bộ dưỡng tự sinh chống lão hóa Whoo Bichup 3pcs ,the history of whoo,385000,43,5.0,1,3,Slow
277907527,Tinh chất dưỡng ẩm sâu Donghae RATAPLAN dạng xịt - cấp nước tức thì - làm sáng da và tăng độ đàn hồi 110ml,Rataplan,522000,0,0.0,0,0,Slow
276284205,Nước hoa hồng Evoluderm se khít lỗ chân lông - dưỡng ẩm & làm sạch 250ml,Evoluderm,91000,53,5.0,3,44,Slow
276242808,[PHIÊN BẢN NÂNG CẤP] Xịt Giảm Mụn Lưng Sáng Da Cơ Thể Angels Liquid Glutathione+ Spot Care Body Mist 150ml,Angel's Liquid,392500,46,0.0,0,12,Slow
275970288,Thạch bí đao dưỡng ẩm Cocoon 30ml,The Cocoon Original Vietnam,163000,16,5.0,2,11,Slow
275969708,Tinh chất bí đao 7% Niacinamide giúp giảm mụn - mờ vết thâm Cocoon 70ml,The Cocoon Original Vietnam,255000,15,5.0,2,17,Slow
275843747,Gel Giúp Loại Bỏ Tế Bào Da Chết Thu Nhỏ Lỗ Chân Lông 120G Rosette Gommage Clear Peel,Rosette,180000,0,5.0,1,9,Slow
275614742,Mặt nạ sinh học phục hồi da Emmié by HappySkin B5 Complex (1 miếng/5 miếng) - Hàng chính hãng,Emmié by Happy Skin,35000,41,5.0,1,0,Slow
274466232,Gel Rửa Mặt Cho Da Mụn Eucerin 3X Treatment Gel To Foam Cleanser 75ml,Eucerin,214500,17,5.0,1,18,Slow
273550498,Kem Dưỡng Ẩm Da Khô CeraVe Moisturising Cream 50ml,CeraVe,245000,0,5.0,1,12,Slow
271793613,Gel Chống Nắng Anessa Perfect UV Sunscreen Skincare 15ml,ANESSA,55000,0,5.0,1,17,Slow
263108590,Xịt Chống Nắng Anessa Dưỡng Da Đa Năng Bảo Vệ Hoàn Hảo Perfect UV SPF50+ PA++++ 60g,ANESSA,364000,0,0.0,0,19,Slow
252612368,Kem Chống Nắng - Chống Nước Và Nâng Tone Kose Suncut Nhật Bản Bảo Vệ Da Khỏi Tia UV - Bụi Mịn SPF50+ PA++++ 100g - 80g - 60g,Kosé,129000,0,5.0,3,9,Slow
247797281,Kem dưỡng ẩm Welcos IOU Super Aqua Moist Cream cung cấp dưỡng ẩm chuyên sâu cho da 300gr,Welcos,255000,0,0.0,0,0,Slow
225209304,Kem đêm dưỡng trắng da trị nám TRANSINO Whitening Repair Cream EX,Transino,999000,0,2.0,1,5,Slow
222321965,Kem dưỡng phục hồi đa công dụng và làm dịu da La Roche-Posay Cicaplast Baume B5+ 40ml,La Roche-Posay,325000,0,0.0,0,13,Slow
214199420,Nước dưỡng sáng & cấp ẩm cho da Eucerin Boosting Essence 100ml,Eucerin,674100,10,5.0,2,35,Slow
208129495,Tẩy tế bào chết vật lý  dành cho mọi làn da Dermalogical Daily Microfoliant 73g,dermalogica,580000,0,0.0,0,0,Slow
191822504,Nước Tẩy Trang làm Sạch Sâu Garnier Micellar Cleansing Water,Garnier,65000,0,0.0,0,0,Slow
177413211,Kem dưỡng ẩm giảm bọng mắt và quầng thâm nguồn gốc thiên nhiên Qiriness Radiance Eye Contour Serum 15ml, Qiriness,999000,0,0.0,0,0,Slow
173879298,Bộ đôi Kem chống nắng dạng sữa dịu nhẹ cho da nhạy cảm và trẻ em + Kem chống nắng dạng xịt dưỡng da bảo vệ hoàn hảo (Anessa Mild Milk 60ml + Gold Spray 60g),ANESSA,775000,34,1.0,1,15,Slow
67544815,Kem Dưỡng Phục Hồi Embryolisse Lait-Crème Concentré 30ml,embryolisse,269000,0,5.0,15,75,Slow
57281829,Tinh chất chống nắng bảo vệ da khỏi bụi mịn và ô nhiễm môi trường d program Allerdefense Essense 40ml,d program,462000,33,5.0,1,22,Slow
56419118,Dưỡng Chất Dưỡng Da LANCOME Advanced Genifique Serum B 20Ml,lancome,1250000,0,0.0,0,3,Slow
55924468,Sữa chống nắng dưỡng da Shiseido GSC Perfect Sun Protector Lotion SPF50+ 50ml,Shiseido,1193400,10,0.0,0,9,Slow
52280564,Kem chống nắng nâng tông Skin Aqua Tone up Mint Green cho da trắng có khuyết điểm đỏ - dạng sữa Sunplay Skin Aqua Tone Up UV Milk Mint Green SPF 50+ PA++++ 50g,Sunplay,156000,23,4.8,709,4876,Hot
26173781,KEM GIÚP TÁI TẠO DA  - PHỤC HỒI DA HƯ TỔN  - LÀM TRẮNG DA ( MS : ML - 007)12g,MYLOVE,95000,0,0.0,0,1,Slow
10863627,Sữa Rửa Mặt Kèm Tẩy Trang Lá Đào Naive (200g),Naive,107900,0,4.8,8,38,Slow
8823533,Toner Ngăn Ngừa Mụn Caryophy,Caryophy,320000,0,5.0,2,8,Slow
7074197,Kem Dưỡng Naturie Hatomugi Cải Thiện Làn Da khô - thâm - mụn 180g,Hatomugi,310000,0,4.5,30,99,Slow
5812533,Kem dưỡng ẩm Phấn Nụ Hoàng Cung,PHẤN NỤ HOÀNG CUNG,280000,0,4.5,5,37,Slow
2738477,Bộ 2 hộp Bông Trang Điểm Silcot (bông tẩy trang) Nhật Bản (82 miếng/hộp),Silcot,90000,0,4.0,1,7,Slow
1313875,Kem chống nắng Sunplay dưỡng trắng da - dạng sữa Sunplay Whitening UV SPF 50 - PA++++ 30g,Sunplay,79000,26,4.8,205,4115,Hot
278457452,Nước thần đỏ Shiseido Eudermine Activating Essence 145ml,Shiseido,1944000,10,0.0,0,1,Slow
278327619,Kem chống nắng lâu trôi Cancer Council Daily Moisturiser Water Resistant SPF50+ (75ml/150ml) - Hàng chính hãng,Cancer Council,329000,22,0.0,0,0,Slow
278029812,Kem Chống Nắng Màu Kem Nền Mona Frema SUNPRE DD Xtreme Sunscreen Foundation 50ml,MONA FREMA,78840,0,5.0,4,4,Slow
277719890,Kem trẻ hóa da Pime Remade Clean Toks Cream - hỗ trợ ngăn lão hóa - phục hồi da - tăng sinh collagen - làm sáng da 50g,PIME,782000,8,0.0,0,0,Slow
277487299,Nước thần keo ong (tiền tinh chất) dưỡng da giúp phục hồi làn da CNP Laboratory Propolis Ampule Essence 150ml,CNP Laboratory,660000,25,0.0,0,4,Slow
276605414,Combo 10 miếng Mặt Nạ YUEJIN Liposome PP Mask (mẫu mới có hộp) hạn 2027 Tái Tạo Đa Tầng Làn Da Nuôi Dưỡng Tế Bào - Phục Hồi Nhanh - Cấp Ẩm,Yuejin,170000,0,0.0,0,4,Slow
276284413,Sữa tẩy trang rửa mặt Evoluderm bổ sung Vitamin E giúp dưỡng ẩm và làm tươi trẻ làn da 500ml,Evoluderm,164500,49,0.0,0,6,Slow
275970341,Thạch hoa hồng dưỡng ẩm Cocoon 100ml,The Cocoon Original Vietnam,321000,15,0.0,0,7,Slow
275969428,Nước sen Hậu Giang Cocoon 140ml,The Cocoon Original Vietnam,163000,15,0.0,0,15,Slow
275948074,Bộ sữa chống nắng dưỡng da kiềm dầu bảo vệ hoàn hảo SPF50+ PA++++ 60ml và Serum dưỡng da và phục hồi da sau nắng 180ml Anessa,ANESSA,997000,25,5.0,2,19,Slow
275733110, Mini 12ml Kem Chống Nắng Perfect UV Sunscreen Mild Milk,ANESSA,75000,0,0.0,0,5,Slow
275627202,Kem dưỡng sáng da mờ thâm La Roche-Posay Mela B3 40ml,La Roche-Posay,985000,0,0.0,0,0,Slow
274724235,Kem Dưỡng Nâng Tone Ban Ngày Kyung Lab 50ml,Kyung Lab,320000,0,4.5,2,4,Slow
273550521,Kem Dưỡng Ẩm Cho Da Khô CeraVe Moisturising Cream 454g,CeraVe,245000,0,4.5,2,7,Slow
270773076,Gel sữa rửa mặt Compliment No Problem giảm mụn,COMPLIMENT,99000,0,5.0,1,11,Slow
222694253,[LA ROCHE-POSAY] Sữa Chống Nắng Ngăn Ngừa Tia UV Dài & Bảo Vệ Làn Da Tối Ưu Anthelios UV Mune 400 SPF 50+ 50/3ml,La Roche-Posay,25000,0,5.0,1,18,Slow
221251459,[GARNIER] Tinh Chất Vitamin C Chuyên Sâu Giúp Trắng Da - Mờ Thâm Mụn Và Nám Bright Complete 30x VTC Booster Serum 30/15ml,Garnier,35000,0,5.0,1,8,Slow
195240272,Kem Dưỡng Loreal Paris Sáng Mịn Mờ Thâm Nám Ban Ngày SPF17 Glycolic-Bright Glowing Cream Day 50ml,L'ORÉAL,369000,0,5.0,7,38,Slow
192566005,Kem Dưỡng Hỗ Trợ Giảm Thâm Nám Angels Liquid Glutathione + Niacinamide 7Day Whitening Program 700 V-Cream,Angel's Liquild ,369000,49,5.0,2,19,Slow
190641506,Sữa Rửa Mặt Dịu Nhẹ Cho Da Dầu CeraVe Foaming Cleanser 473ml,CeraVe,515000,0,0.0,0,11,Slow
184519587,Lisse Sẹo Cicatrice ( tube 10 gam) - làn da phẳng mịn  -sạch sẹo lồi - sẹo lõm - sẹo thâm do mụn - sẹo lâu năm,Lisse,143000,0,0.0,0,0,Slow
181122415,KEM CHỐNG NẮNG HATOMUGI SPF50+ PA++++ DƯỠNG ẨM VÀ LÀM SÁNG DA (TUÝP 80G),Hatomugi,199000,0,5.0,4,28,Slow
174071724,Dung dịch dưỡng ẩm Hada Labo Acne Care Calming Lotion dành cho da dầu mụn - da nhạy cảm 170ml,Hada Labo,209000,25,5.0,14,171,Slow
174004203,Bộ sản phẩm Kem chống nắng dưỡng da bảo vệ hoàn hảo (Anessa Gold Milk 60ml x2 + Gold Gel 90g),ANESSA,1215000,0,5.0,1,10,Slow
164588102,Bộ travel size dưỡng ẩm sâu Hada Labo Advanced Nourish Travel kit (Kem rửa mặt 15g + Dung dịch dưỡng 20ml + Kem dưỡng 12g),Hada Labo,73500,17,4.6,7,110,Slow
162844540,Cao Nám Insam DR CELL 20g hỗ trợ mờ thâm nám dưỡng trắng da la -2 đều màu da - Hàng Chính Hãng,Dr Cell,950000,20,4.7,3,17,Slow
146121985,Nước Hoa Hồng Diếp Cá Giúp Cân Bằng Da Dokudami Nội Địa Nhật Bản 500ml,Dokudami,103000,0,5.0,3,12,Slow
145178153,Kem cấp ẩm - dưỡng trắng da cao cấp DAY CREAM GOGREEN 50ml,GoGreen,950000,0,5.0,2,8,Slow
138939206,Bộ đôi Kem chống nắng dạng sữa dịu nhẹ cho da nhạy cảm và trẻ em + Kem chống nắng dạng gel dịu nhẹ cho da nhạy cảm và trẻ em (Anessa Mild Milk 60ml + Mild Gel 90g),ANESSA,895000,0,0.0,0,2,Slow
63042665,SERUM NGỪA MỤN THÂM - MỜ SẸO 25ML - MOC,Love Skin White,270000,0,4.6,28,117,Slow
62314431,Bộ sản phẩm chuyên biệt dành cho da dầu mụn La Roche Posay,La Roche-Posay,725000,0,5.0,7,25,Slow
54414224,Sữa Rửa Mặt NIVEA MEN Detox Mud Bùn Khoáng Giúp Giảm Mụn & Hư Tổn Da (100G) - 83940,Nivea Men,79000,8,5.0,5,28969,Hot
52280562,Kem chống nắng nâng tông Skin Aqua Tone up Mint Green cho da trắng có khuyết điểm đỏ - dạng tinh chất Sunplay Skin Aqua Tone Up UV Essence Mint Green SPF 50+ PA++++ 50g,Sunplay,156000,23,4.8,402,2806,Hot
42889999,Tẩy Da Chết Cà phê Đăk Lăk Cocoon 200ml,The Cocoon Original Vietnam,125000,0,4.8,526,2613,Hot
17904439,SỮA RỬA MẶT TRÀ XANH CAO CẤP HÀN QUỐC BENEW GREEN TEA FOAM CLEANSING ( 100ML ) - HÀNG CHÍNH HÃNG,Benew,85000,0,0.0,0,5,Slow
13377047,Kem Chống Nắng Sakura Physical Daily Defense SPF 50+ PA ++++ (60g),SAKURA,955000,0,0.0,0,13,Slow
5812635,Phấn chống lão hóa mới màu da Phấn Nụ Hoàng Cung,PHẤN NỤ HOÀNG CUNG,180000,0,4.8,29,232,Slow
2843703,Dầu tẩy trang OHUI Miracle Moisture Cleansing Oil 150ml FI50233235,OHUI,562500,25,0.0,0,5,Slow
877370,Combo 10 Mặt Nạ Dermal Tinh Chất Collagen Với Chiết Xuất Ngọc Trai,Dermal,115000,21,4.8,5,91,Slow
470616,Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),La Roche-Posay,595000,0,0.0,0,7,Slow
279078004,[GIFT] SỮA RỬA MẶT THUẦN CHAY OVALLA 50ML,Ovalla,280000,0,0.0,0,6,Slow
278814469,Nước Hoa Hồng Se Khít Lỗ Chân Lông Chiết Xuất Tía Tô Chinoshio Perilla Natural Skin Lotion 500 mL,Chinoshio,125000,50,0.0,0,1,Slow
278633558,Nước cân bằng da Ý Dĩ Naturie Hatomugi Skin Conditioner (500ml) - Hàng chính hãng,Hatomugi,159000,36,0.0,0,0,Slow
278598308,Nhũ Tương Dưỡng Trắng Da & Ngăn Ngừa Lão Hóa Infinity Kosé Innovative Bright XX 120ml,Infinity,2206800,0,0.0,0,0,Slow
278440036,Gel chấm mụn giảm mụn giảm thâm mụn làm khô cồi mụn nhanh 12H Oribe Spot Clear Derma Calm 12H,Dân Khang,140000,35,0.0,0,1,Slow
277738686,Kem dưỡng trắng da ban ngày Olay Luminous Light Perfecting Cream SPF 15 PA++ (50g) - Hàng chính hãng,Olay,219000,19,0.0,0,3,Slow
276659055,Novosvit xanh - Serum Novosvit collagen & acid hyaluronic,Novosvit,120000,0,5.0,1,5,Slow
276452429,SỮA RỬA MẶT RAU MÁ CICA CAO CẤP 7 TÁC DỤNG – DABO 7IN1 MULTI CICA FOAM CLEANSER 180ML,Dabo,170000,0,0.0,0,1,Slow
276397583,COMBO 10 Miếng Mặt Nạ BANOBAGI PREMIUM Thế Hệ Mới Dưỡng Da Chuyên Sâu Dành Cho Mọi Loại Da 30ml,Banobagi,220000,0,0.0,0,0,Slow
276245293,Nước Thần Dưỡng Trắng Da Cân Bằng Độ Ẩm Angels Liquid Tone Up Whitening Program Glutathione Treatment Essence 150ml,Angel's Liquid,408000,42,4.5,2,9,Slow
275970381,Xịt khoáng nghệ Hưng Yên Cocoon 130ml,The Cocoon Original Vietnam,179500,15,5.0,4,38,Slow
275843917,Nước Cân Bằng Rosette Dưỡng Ẩm Và Làm Dịu Da Sulfur Skin Lotion 500ml,Rosette,154000,45,0.0,0,5,Slow
274852822,Kem dưỡng sáng da cho nam dạng gel Oxy Brightening Gel 50g,OXY,169000,21,5.0,3,47,Slow
274692694,10 gói Tẩy Da Chết Làm Sáng Da Whoo Brightening Gel 1ml/gói,the history of whoo,80000,0,0.0,0,35,Slow
274178397,Gel Lột Mụn OKESHOP 30ml - Giải Pháp Loại Bỏ Mụn Đầu Đen - Mụn Cám - Bạ Nhờn - Làm Sạch Sâu Và Thu Nhỏ Lỗ Chân Lông,Deep Fresh,79000,20,0.0,0,6,Slow
273910632,[CHÍNH HÃNG] Dầu Dưỡng Đa Năng Thuần Chay OVALLA - Dưỡng Ẩm - Phục Hồi Tóc Khô Xơ - Cấp Ẩm Và Chống Lão Hóa Cho Da Khô,Ovalla,560000,0,0.0,0,0,Slow
273472185,Mặt Nạ Cấp Nước Su:m37 Water-full 3 Steps (hộp 10 miếng),SU:M37,790000,28,0.0,0,3,Slow
263108766,Kem Dưỡng Ban Ngày LOreal Paris Revitalift Hyaluronic Acid Plumping Cream Day Cấp Ẩm 50ml,L'ORÉAL,299000,0,0.0,0,3,Slow
263108604,Sữa Chống Nắng Anessa Cho Da Nhạy Cảm Perfect UV Mild Milk SPF50+/PA++++ 60ml,ANESSA,499000,0,5.0,4,24,Slow
261802671,[LA ROCHE-POSAY] Kem Dưỡng Ngăn Ngừa Mụn Chuyên Sâu - Giảm Thâm & Mụn Nhanh Sau 12H Effaclar Duo+ 40/15/3ml,La Roche-Posay,25000,0,5.0,1,10,Slow
249881973,Sữa Rửa Mặt Dịu Nhẹ Cho Da Thường Đến Da Dầu Cerave Foaming Facial Cleanser 355ml - 473ml Hàng Nhập Mỹ,CeraVe,495000,0,4.8,46,18,Slow
229777697,SERUM FEIYA - FEIYA WHITENING EGF 5ml - GIẢI PHÁP PHỤC HỒI - TÁI TẠO - CHỐNG NHĂN - XÓA ĐỐM NÂU (USA),FEIYA,280000,20,0.0,0,12,Slow
213714556,Serum Dưỡng Ẩm  Trắng Da Chống Lão Hóa,Perfect,550000,0,0.0,0,0,Slow
201719178,Nước Tẩy Trang Garnier Dành Cho Da Nhạy Cảm Micellar Cleansing Water For Sensitive Skin 400ml,Garnier,145000,0,0.0,0,6,Slow
198593187,Bộ sản phẩm giảm mụn sau 12H & phục hồi da sau mụn La Roche-Posay,La Roche-Posay,195000,0,0.0,0,10,Slow
193111302,Kem Lột Dưa Leo Tươi LANA Tube 80g,Lana,49000,0,5.0,2,28,Slow
187791626,Kem Dưỡng Trắng - Tái Tạo - Trẻ Hóa Collagen VK II 35g,Love Skin White,350000,0,5.0,1,6,Slow
177479891,KEM CHỐNG THÂM QUẦNG - BỌNG MẮT - NẾP NHĂN VÙNG MẮT NEW KUMARGIC EYE DX 20g Nhật Bản (Mẫu mới nhất),KUMARGIC,235000,0,5.0,11,65,Slow
171564938,Kem chống nắng vật lý Skin Aqua kiềm dầu - dạng sữa dùng hàng ngày Sunplay Skin Aqua Mineral Defense Oil Clear Milk SPF50+ PA++++ 25g,Sunplay,106000,24,4.7,27,184,Slow
154524922,Serum chống lão hóa da và giảm nám tàn nhang DERMEDEN Intense Anti-ageing Retinol 1% + Niacinamide 5% 30ml,Dermeden,2600000,0,0.0,0,0,Slow
114738534,Sữa Rửa Mặt Dưỡng Ẩm Tẩy Da Chết Whoo Gongjinhyang Clarifying Cleansing Foam 40ml,OHUI,190000,37,0.0,0,4,Slow
84383371,Kem Chống Nắng La Roche Posay Dạng Gel Làm Sáng Da Uvidea Anthelios Tone-Up Rosy SPF50+ 30ml,La Roche-Posay,850000,0,5.0,1,5,Slow
74233382,Nước hoa cúc Kiehls Calendula Herbal-Extract Toner Alcohol-Free,Kiehl's,250000,0,0.0,0,2,Slow
58473860,Tinh Chất Ngừa Thâm Mụn THE ORDINARY Niaciaminde 10% + Zinc 1%. Tặng Gel Móc Khóa 30ml,The Ordinary,265000,0,5.0,5,33,Slow
41356751,SỮA RỬA MẶT SKINICER REPAIR CLEANSER 100ML,Skinicer,880000,0,5.0,1,1,Slow
37508996,Kem Dưỡng đa năng Embryolisse,embryolisse,269000,0,5.0,8,41,Slow
2626717,Hộp 8 Miếng Mặt Nạ Kiểm Soát Dầu Và Mụn Naruko Tràm Trà (Bản Đài) - Tea Tree Shine Control And Blemish Clear Mask,Naruko,319000,0,5.0,115,686,Hot
2609469,Nước Tẩy Trang Làm Sạch Sâu Cho Da Nhạy Cảm La Roche-Posay Micellar Water Ultra Sensitive Skin 400ml,La Roche-Posay,525000,0,5.0,17,73,Slow
1362447,Sữa Rửa Mặt Cetaphil Gentle Skin Cleaner (500ml) - 8394107341305 -9318637069637,Cetaphil,499000,0,5.0,115,462,Slow
639335,Sữa Rửa Mặt Sạch Mụn Đầu Đen St.Ives Trà Xanh (170g),St.Ives,135000,0,4.6,14,101,Slow
279081924,Nước cân bằng dưỡng sáng hồng da CNP Derma Answer Pink Toning Toner 200ml,CNP Laboratory,427500,25,0.0,0,1,Slow
278965246,Sữa rửa mặt Mistine Men Max Oil Control Cooling & Refreshing Facial Cleanser 100g,Mistine,120000,25,0.0,0,0,Slow
278896206,Hộp mặt nạ dưỡng da tinh chất cải thiện dấu hiệu lão hóa và săn chắc da cao cấp Hada Labo Premium Rejuvenation Serum Mask 115g (hộp 5 miếng x 23g/ miếng),Hada Labo,171000,24,0.0,0,1,Slow
278787175,Bộ Dưỡng Da Chống Lão Hóa Ohui Age Recovery Special Set 3pcs,OHUI,2625000,25,0.0,0,0,Slow
278669656,Kem Dưỡng Ẩm Ban Đêm Sekkisei Phục Hồi - Cấp Ẩm - Làm Sáng Da Cho Da Nhạy Cảm Sekkisei Clear Wellness Kose Nhật Bản 40g,Sekkisei,1149000,0,0.0,0,0,Slow
278641492,Kem chống nắng dưỡng da chuyên sâu dạng serum Skin Aqua UV Defense Duo Serum 30g,Sunplay Skin Aqua,160000,27,0.0,0,1,Slow
278466150,Sữa Chống Nắng Dưỡng Da Shiseido GSC Urban Environment Triple Beauty Suncare Emulsion SPF50+ PA++++ 30ml,Shiseido,1193400,10,5.0,1,2,Slow
277397191,Kem chống nắng nâng tông - che khuyết điểm kiềm dầu Herietta UV System Skin Tone - Up Sun Cream Hàn Quôc 70ml,Dabo,225000,0,0.0,0,1,Slow
276862655,Kem dưỡng nâng tông da PERFECT DIARY 40g dưỡng ẩm mỏng nhẹ sáng da tức thời,PERFECT DIARY,198500,35,0.0,0,9,Slow
276435436,Kem chống nắng làm dịu giúp hạ nhiệt Beyond Angel Aqua Moisture Sun Cream SPF 50+/PA,BEYOND,225000,25,5.0,1,2,Slow
276232275,Kem Dưỡng Ẩm Da NIVEA Crème (30 ml) - 80101,Nivea,44500,13,0.0,0,117,Slow
276158166,Kem Dưỡng Trắng Oultra Phục Hồi - Trẻ Hóa Da,Oultra,862000,0,0.0,0,0,Slow
275842423,Gel Giúp Loại Bỏ Tế Bào Da Chết Dưỡng Sáng Da 120G Rosette Gommage Bright Peel,Rosette,180000,0,0.0,0,3,Slow
275707072,Tinh chất làm mờ đốm nâu - thâm nám Emmié Duo C + Arbutin 25.5% Serum (30ml) - Hàng chính hãng,Emmié by Happy Skin,549000,31,5.0,1,6,Slow
275627200,Dưỡng chất giảm thâm nám và dưỡng sáng toàn diện La Roche-Posay Mela B3 serum 30ml,La Roche-Posay,980000,0,0.0,0,4,Slow
275603287,Fragmyx Oxyx – Huyết thanh làm sáng - tái tạo da và ngăn lão hóa,HISTOLAB,1550000,0,0.0,0,0,Slow
273694048,Kem Dưỡng Trắng Da Body S&W Celaud 180ml,C'ELAUD,390000,0,0.0,0,0,Slow
273302126,Tinh chất giảm mụn giảm thâm và tái tạo da  3 tác động La Roche-Posay Effaclar Serum 30ml,La Roche-Posay,350000,0,3.7,3,10,Slow
273233300,TRIAL SIZE - Sữa chống nắng bí đao - Ráo mịn tự nhiên SPF 50+ - UVA-PF 62.6 Cocoon 5ml thuần chay,The Cocoon Original Vietnam,70000,0,0.0,0,3,Slow
270993190,Kem chống nắng Lô hôi dịu da - kiềm dầu Kwailnara Aloe Vera Sun Cream SPF50+ PA++++ 50g,Welcos,185000,0,0.0,0,1,Slow
263440462,Tế Bào Gốc Mibiti Prudente Scar Control – Làm Đầy Sẹo Rỗ - Phục Hồi Da Mỏng Yếu | Kelly Beauty,Mibiti Prudente Professional,1100000,0,0.0,0,4,Slow
249086040,TINH CHẤT PHỤC HỒI VITAMIN B5 PIME FEEL UP SERUM 50G,PIME,680000,0,0.0,0,3,Slow
172990089,Bộ kem dưỡng ngày và đêm: Kem ban ngày 5 trong 1 (30ml) + Kem ban đêm (30g) giúp dưỡng ẩm - nâng tông - sáng da - làm mờ vết thâm - sạm - nám,Sắc Ngọc Khang,590000,50,5.0,19,76,Slow
172948717,Sữa Rửa Mặt Ngừa Mụn Và Làm Sáng Da 31302 Reihaku Hatomugi Facial Foam (Tuýp 130 G),Hatomugi,91000,50,4.6,5,15,Slow
159887721,Tinh chất dưỡng trắng da Lá House Astalock Concentrated Essence 15ml/30ml,Lá House,945000,0,5.0,17,161,Slow
154528776,Kem dưỡng ẩm chống lão hóa da - giảm nám tàn nhang DERMEDEN Night Cream Retinol 1% + Niacinamide 5% 50ml,Dermeden,2500000,0,0.0,0,8,Slow
152190627,Nước làm sạch và tẩy trang cho mọi loại da Garnier Micellar Water 125ml - 400ml,Garnier,75000,0,0.0,0,0,Slow
143996573,Mặt Nạ Ngủ Trắng Da Ohui Extreme White Sleeping Mask 100ml,OHUI,1500000,0,0.0,0,0,Slow
109266691,Combo Simple Làm Sạch Nước Tẩy Trang + Nước Hoa Hồng,SIMPLE,159000,0,4.8,32,108,Slow
109266279,Tẩy Trang Mắt Môi Chuyên Dụng Maybelline New York Eye & Lip Makeup Remover 40ml,Maybelline NewYork,59000,0,5.0,2,20,Slow
103511363,Serum Ngừa Nám - Tàn Nhang 10ml - Mộc,Love Skin White,159000,0,5.0,1,4,Slow
72938500,Nước Xịt Khoáng EVOLUDERM 400ml + Tặng 1 Móc Khóa Nhựa 2 Mặt,Evoluderm,290000,0,4.8,45,162,Slow
54461824,Nước Cân Bằng NIVEA Extra White Dưỡng Trắng Da & Se Khít Lỗ Chân Lông (200ml) - 86720,Nivea,97000,11,0.0,0,4800,Hot
53868177,Bộ 3 Sản Phẩm Dưỡng Chất (Serum) Khoáng Núi Lửa Cô Đặc Vichy Mineral 89 Giúp Da Sáng Mịn Và Căng Mượt,VICHY,1285000,0,4.5,8,30,Slow
25705648,Kem Dưỡng Ngăn Ngừa Lão Hóa Da Ban Ngày Vichy Liftactiv Supreme 50ml,VICHY,1600000,0,5.0,2,11,Slow
20698304,Gel chống nắng Nhật Bản Naris Parasola UV Cut Gel SPF50+ PA++++ (90g) + Tặng gương mini siêu cute,Naris Cosmetic,419000,0,4.3,6,21,Slow
17013127,Kem chống nắng dạng sữa lỏng nhẹ không nhờn rít La Roche-Posay Anthelios Shaka Fluid SPF 50+ 50ml,La Roche-Posay,375000,0,0.0,0,0,Slow
16854443,[Tặng móc khoá] Dưỡng da Aloe Natura Moisture Real Soothing Hàn Quốc 500g,Welcos,175000,0,5.0,3,21,Slow
2579677,Nước tẩy trang dành cho da nhạy cảm BIODERMA Sensibio H2O 500ml,BIODERMA,549000,0,4.8,77,1072,Hot
562225,Combo Kem Làm Giảm Mụn Và Loại Bỏ Dầu Cho Da SVR Sebiaclear Active Tuýp 40ml + Sữa Rửa Mặt Tẩy Tế Bào Chết SVR Sebiaclear Gel Moussant Tuýp 50ml,SVR,590000,0,0.0,0,26,Slow
279315790,Tinh chất vi kim VT 100 Reedle Shot (30ml/50ml) - Hàng chính hãng,VT,549000,0,0.0,0,0,Slow
278991129,Nước Tẩy Trang Garnier Dành Cho Da Nhạy Cảm,Garnier,199000,0,0.0,0,0,Slow
278601745,Kem Dưỡng Ẩm & Dưỡng Trắng - Phục Hồi & Ngăn Ngừa Thâm Nám Cho Da  Sekkisei Brightening Cream Kose Nhật Bản (40g),Sekkisei,1206350,0,0.0,0,0,Slow
277717251,Toner Pad Trà Xanh hỗ trợ làm sạch sâu - giảm mụn - mờ thâm Pime Tea Tree Toner Pad 60 miếng,PIME,561200,8,0.0,0,0,Slow
