name,price,discount_rate,rating_average,review_count,quantity_sold,sales_status
Kem cấp ẩm - dưỡng trắng da cao cấp DAY CREAM GOGREEN 50ml,950000,0,5.0,2,7,Slow
Kem dưỡng trắng dạng gel Hada Labo Koi-Gokujyun Whitening Perfect Gel 100g,351000,20,4.5,122,483,Slow
KEM MASAGE TINH DÂU JPJOBA (DERMA FACE DEEP MASSAGE) LARIAN+,850000,0,0.0,0,1,Slow
Kem HOLY CARE Đông Trùng - Linh Chi  9in1 20g Làm Trắng - Giảm Thâm Nám - Chống Lão Hóa - Mờ Nếp Nhăn,680000,10,5.0,7,49,Slow
Sữa rửa mặt tạo bọt than clarista 160g,135000,50,5.0,2,18,Slow
KEM GIÚP TÁI TẠO DA  - PHỤC HỒI DA HƯ TỔN  - LÀM TRẮNG DA ( MS : ML - 007)12g,95000,0,0.0,0,1,Slow
Vichy Kem Dưỡng Chống Nhăn Săn Chắc Da Ban Đêm Liftactiv Ds Night Cream 50ml,1120000,30,3.8,4,12,Slow
Sữa Rửa Mặt Kèm Tẩy Trang Lá Đào Naive (200g),107900,0,4.8,8,38,Slow
Kem Dưỡng Naturie Hatomugi Cải Thiện Làn Da khô - thâm - mụn 180g,310000,0,4.5,30,99,Slow
Kem dưỡng ẩm Phấn Nụ Hoàng Cung,280000,0,4.5,5,37,Slow
Kem chống nắng Sunplay mát lạnh giải nhiệt dạng sữa Sunplay Super Cool SPF 50 - PA++++ 30g,76000,29,4.8,218,4577,Hot
Combo 3 Giấy Thấm Dầu Mayan (200 Tờ / Gói),82000,22,4.3,124,2509,Hot
Bộ Dưỡng Da Chống Lão Hóa Ohui Age Recovery Special Set 3pcs,2625000,25,0.0,0,0,Slow
Nước thần đỏ Shiseido Eudermine Activating Essence 145ml,1944000,10,0.0,0,1,Slow
Tinh chất dưỡng da Shiseido Ultimune Power Infusing 4.0 Serum 50ml,2916000,10,5.0,1,3,Slow
Bộ dưỡng tự sinh chống lão hóa Whoo Bichup 3pcs ,385000,43,5.0,1,3,Slow
Nước thần keo ong (tiền tinh chất) dưỡng da giúp phục hồi làn da CNP Laboratory Propolis Ampule Essence 150ml,608000,31,0.0,0,4,Slow
Toner Compliment AHA BHA acids sạch sâu - giảm mụn - se khít chân lông (XANH) 200ml,110000,0,0.0,0,4,Slow
Kem Dưỡng Ẩm Bioderma Sebium 40ml,450000,0,0.0,0,1,Slow
Toner Acid Giảm Thâm Nám Chuyên Biệt Angel's Liquid Tranexamic Mela Zero Toner 150ml,610000,47,5.0,1,1,Slow
[PHIÊN BẢN NÂNG CẤP] Xịt Giảm Mụn Lưng Sáng Da Cơ Thể Angel's Liquid Glutathione+ Spot Care Body Mist 150ml,392500,46,0.0,0,12,Slow
[Tặng giấy thấm dầu] Kem Chống Nắng Cấp Ẩm Dịu Da Cell Fusion C Aquatica Sunscreen 100 SPF 50+/PA,409000,21,0.0,0,17,Slow
Combo 2 Kem Chống Nắng Dưỡng Trắng Nâng Tone Da Cell Fusion C Brightening Tone Up Sunscreen 100 SPF50+/ PA ++++ 35ml,460000,42,5.0,4,36,Slow
Tinh chất bí đao N15 với 15% Niacinamide giảm bóng nhờn và giảm mụn Cocoon 70ml,412500,15,0.0,0,7,Slow
Nước tẩy trang bí đao Cocoon 140ml,120500,15,5.0,1,23,Slow
Gel Giúp Loại Bỏ Tế Bào Da Chết Thu Nhỏ Lỗ Chân Lông 120G Rosette Gommage Clear Peel,180000,0,5.0,1,9,Slow
Kem Dưỡng Ẩm Cho Da Khô CeraVe Moisturising Cream 454g,245000,0,4.5,2,7,Slow
Gel Chống Nắng Anessa Perfect UV Sunscreen Skincare 15ml,55000,0,5.0,1,16,Slow
Dưỡng chất ban đêm giúp sáng da - giảm & ngừa thâm Garnier 10% Vitamin C - Garnier Bright Complete Overnight Serum 30ml,198000,0,0.0,0,3,Slow
Gel sữa rửa mặt Compliment No Problem giảm mụn,95000,0,5.0,1,10,Slow
[L'OREAL PARIS] Kem Dưỡng Ban Đêm AHA Giúp Mờ Thâm Nám Và Cấp Ẩm Tối Ưu Glycolic Bright Glowing Cream Night 50/15/7.5ml,35000,0,5.0,1,13,Slow
Tẩy tế bào chết vật lý  dành cho mọi làn da Dermalogical Daily Microfoliant 73g,580000,0,0.0,0,0,Slow
Kem Dưỡng L'oreal Paris Sáng Mịn Mờ Thâm Nám Ban Ngày SPF17 Glycolic-Bright Glowing Cream Day 50ml,360000,0,5.0,3,19,Slow
Nước Tẩy Trang làm Sạch Sâu Garnier Micellar Cleansing Water,65000,0,0.0,0,0,Slow
Sữa Rửa Mặt Dịu Nhẹ Cho Da Dầu CeraVe Foaming Cleanser 473ml,485000,0,0.0,0,9,Slow
Kem dưỡng ẩm giảm bọng mắt và quầng thâm nguồn gốc thiên nhiên Qiriness Radiance Eye Contour Serum 15ml,999000,0,0.0,0,0,Slow
Bộ sản phẩm Kem chống nắng dưỡng da bảo vệ hoàn hảo (Anessa Gold Milk 60ml x2 + Gold Gel 90g),1154000,5,5.0,1,10,Slow
Sữa Rửa Mặt Ngừa Mụn Và Làm Sáng Da 31302 Reihaku Hatomugi Facial Foam(Tuýp 130 G),91000,50,4.6,5,15,Slow
Kem dưỡng ẩm Cetaphil Moisturizing Cream 50g,256000,0,5.0,34,213,Slow
Bộ đôi Kem chống nắng dạng sữa dịu nhẹ cho da nhạy cảm và trẻ em (Anessa Mild Milk 60ml x2),1089500,24,5.0,5,6822,Hot
Nước Tẩy Trang NIVEA Pearl Bright Sáng Da | Sạch Sâu (400 ml) - 84912,130000,31,0.0,0,130,Slow
Lip Smacker - Set 6 Cây Son Coca Coca Vỉ Nhôm Vị Truyền Thống - LipSmaker Coca Cola Vintage Bottle Tint,219000,0,4.8,10,29,Slow
Kem Dưỡng Phục Hồi Embryolisse Lait-Crème Concentré 30ml,269000,0,5.0,15,75,Slow
Dưỡng Chất Dưỡng Da LANCOME Advanced Genifique Serum B 20Ml,1250000,0,0.0,0,3,Slow
Kem Dưỡng Làm Dịu Kích Ứng Và Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) Tặng Nước Tẩy Trang La Roche 50ml,399000,0,4.8,12,36,Slow
Sữa Rửa Mặt NIVEA MEN Detox Mud Bùn Khoáng Giúp Giảm Mụn & Hư Tổn Da (100G) - 83940,79000,4,5.0,5,28967,Hot
Kem chống nắng nâng tông Skin Aqua Tone up Mint Green cho da trắng có khuyết điểm đỏ - dạng sữa Sunplay Skin Aqua Tone Up UV Milk Mint Green SPF 50+ PA++++ 50g,163000,19,4.8,709,4874,Hot
Kem chống nắng nâng tông Skin Aqua Tone up Mint Green cho da trắng có khuyết điểm đỏ - dạng tinh chất Sunplay Skin Aqua Tone Up UV Essence Mint Green SPF 50+ PA++++ 50g,163000,19,4.8,401,2805,Hot
Kem Chống Nắng Sakura Physical Daily Defense SPF 50+ PA ++++ (60g),955000,0,0.0,0,13,Slow
Phấn chống lão hóa mới màu da Phấn Nụ Hoàng Cung,180000,0,4.8,29,232,Slow
Bộ 2 hộp Bông Trang Điểm Silcot (bông tẩy trang) Nhật Bản (82 miếng/hộp),90000,0,4.0,1,7,Slow
Kem chống nắng Skin Aqua dưỡng ẩm - dạng sữa dùng hàng ngày Sunplay Skin UV Moisture SPF 50 - PA++++ 30g,86000,26,4.8,310,5612,Hot
Mặt Nạ Cấp Ẩm Làm Dịu Và Phục Hồi Caryophy Skin Repair Mask Sheet 25g,35000,0,0.0,0,0,Slow
[GIFT] SỮA RỬA MẶT THUẦN CHAY OVALLA 50ML,280000,0,0.0,0,6,Slow
Nhũ Tương Dưỡng Trắng Da & Ngăn Ngừa Lão Hóa Infinity Kosé Innovative Bright XX 120ml,2206800,0,0.0,0,0,Slow
Gel chấm mụn giảm mụn giảm thâm mụn làm khô cồi mụn nhanh 12H Oribe Spot Clear Derma Calm 12H,140000,35,0.0,0,1,Slow
Kem chống nắng lâu trôi Cancer Council Daily Moisturiser Water Resistant SPF50+ (75ml/150ml) - Hàng chính hãng,319000,24,0.0,0,0,Slow
Kem Chống Nắng Màu Kem Nền Mona Frema SUNPRE DD Xtreme Sunscreen Foundation 50ml,78840,0,5.0,3,4,Slow
Kem trẻ hóa da Pime Remade Clean Toks Cream - hỗ trợ ngăn lão hóa - phục hồi da - tăng sinh collagen - làm sáng da 50g,790500,7,0.0,0,0,Slow
Kem Tẩy Tế Bào Da Chết Cho Môi Kissme Puchi Mochi Lips Scrub (Tuýp 10 G),249000,50,0.0,0,2,Slow
Combo 10 miếng Mặt Nạ YUEJIN Liposome PP Mask (mẫu mới có hộp) hạn 2027 Tái Tạo Đa Tầng Làn Da Nuôi Dưỡng Tế Bào - Phục Hồi Nhanh - Cấp Ẩm,170000,0,0.0,0,3,Slow
Sữa rửa mặt SIMPLE dưỡng ẩm 150ml,138000,0,0.0,0,3,Slow
SỮA RỬA MẶT RAU MÁ CICA CAO CẤP 7 TÁC DỤNG – DABO 7IN1 MULTI CICA FOAM CLEANSER 180ML,170000,0,0.0,0,1,Slow
Kem dưỡng mắt keo ong làm sáng và săn chắc vùng mắt CNP Propolis Essential Eye Cream 50ml,705000,25,0.0,0,1,Slow
Set Sửa Rửa Mặt Ohui Age Recovery Soft Amino Foam Special Set,760000,20,0.0,0,1,Slow
 Mini 12ml Kem Chống Nắng Perfect UV Sunscreen Mild Milk,65000,13,0.0,0,5,Slow
Mặt nạ Kyung Lab PDRN Therapy Mask,15000,0,0.0,0,2,Slow
Gel Lột Mụn OKESHOP 30ml - Giải Pháp Loại Bỏ Mụn Đầu Đen - Mụn Cám - Bạ Nhờn - Làm Sạch Sâu Và Thu Nhỏ Lỗ Chân Lông,79000,20,0.0,0,6,Slow
Kem dưỡng dạng gel sữa cho da mụn với tác động kép Vichy Normaderm Phytosolution Double-Correction Daily Care 50ml,568000,12,5.0,2,18,Slow
Sữa Rửa Mặt Tạo Bọt Dịu Lành Cho Da Nhạy Cảm Cetaphil Hydrating Foaming Cream Cleanser 473ml,450000,0,4.0,1,23,Slow
SERUM FEIYA - FEIYA WHITENING EGF 5ml - GIẢI PHÁP PHỤC HỒI - TÁI TẠO - CHỐNG NHĂN - XÓA ĐỐM NÂU (USA),280000,20,0.0,0,12,Slow
Thạch hoa hồng dưỡng ẩm Cocoon 100ml cấp ẩm da khô dưỡng làn da mịn màng thuần chay,365750,5,4.0,2,7,Slow
[GARNIER] Tinh Chất Vitamin C Chuyên Sâu Giúp Trắng Da - Mờ Thâm Mụn Và Nám Bright Complete 30x VTC Booster Serum 30/15ml,35000,0,5.0,1,7,Slow
Serum Trắng Da White Skin Care Tinh Chất Dưỡng Ẩm Chống Lão Hoá Da Mặt Mờ Nám - 1 Vỉ 5 Viên,65000,0,5.0,1,2,Slow
Nước Tẩy Trang Garnier Dành Cho Da Nhạy Cảm Micellar Cleansing Water For Sensitive Skin 400ml,145000,0,0.0,0,6,Slow
Kem Dưỡng Trắng - Tái Tạo - Trẻ Hóa Collagen VK II 35g,350000,0,5.0,1,6,Slow
Lisse Sẹo Cicatrice ( tube 10 gam) - làn da phẳng mịn  -sạch sẹo lồi - sẹo lõm - sẹo thâm do mụn - sẹo lâu năm,143000,0,0.0,0,0,Slow
Bộ travel size dưỡng ẩm sâu Hada Labo Advanced Nourish Travel kit (Kem rửa mặt 15g + Dung dịch dưỡng 20ml + Kem dưỡng 12g),73500,17,4.6,7,110,Slow
Cao Nám Insam DR CELL 20g hỗ trợ mờ thâm nám dưỡng trắng da la -2 đều màu da - Hàng Chính Hãng,950000,20,4.7,3,17,Slow
Nước Thần Phủ Bóng Dưỡng Da Trắng Mịn Angel's Liquid Glutathione plus Niacinamide 700V Essence 150ml,408000,34,5.0,1,7,Slow
Giấy thấm dầu BASICARE trà xanh 200 tờ 1869,49000,0,0.0,0,2,Slow
Kem dưỡng ẩm cho viêm da cơ địa Cetaphil Pro AD Moisturizer 295ml,700000,0,4.7,15,117,Slow
Sữa Rửa Mặt Dưỡng Ẩm Tẩy Da Chết Whoo Gongjinhyang Clarifying Cleansing Foam 40ml,190000,37,0.0,0,4,Slow
 Nước Xịt Khoáng Dưỡng Da Avene Thermal Spring Water 300ml (Tặng băng đô mèo xinh xắn màu sắc ngẫu nhiên),399000,0,4.6,19,107,Slow
Bộ sản phẩm chuyên biệt dành cho da dầu mụn La Roche Posay,725000,0,5.0,7,25,Slow
Tẩy Da Chết Cà phê Đăk Lăk Cocoon 200ml,125000,0,4.8,526,2613,Hot
SỮA RỬA MẶT SKINICER REPAIR CLEANSER 100ML,880000,0,5.0,1,1,Slow
VICHY TINH CHẤT KHOÁNG CÔ ĐẶC VICHY MINERAL 89 50ML TẶNG XỊT KHOÁNG THERMAL 150ML,1125000,0,0.0,0,1,Slow
SỮA RỬA MẶT TRÀ XANH CAO CẤP HÀN QUỐC BENEW GREEN TEA FOAM CLEANSING ( 100ML ) - HÀNG CHÍNH HÃNG,85000,0,0.0,0,5,Slow
Dầu tẩy trang OHUI Miracle Moisture Cleansing Oil 150ml FI50233235,523000,30,0.0,0,5,Slow
Gel Tẩy Tế Bào Chết Naruko Trà Tràm Tea Tree Shine Control And Blemish Clear Peeling Gel (120ml),309000,0,5.0,17,98,Slow
Combo 10 Mặt Nạ Dermal Tinh Chất Collagen Với Chiết Xuất Ngọc Trai,115000,21,4.8,5,91,Slow
Bộ Tái Sinh Da Cao Cấp Ohui The First Geniture Signature Special Set,4536000,28,0.0,0,0,Slow
Nước cân bằng dưỡng sáng hồng da CNP Derma Answer Pink Toning Toner 200ml,398000,30,0.0,0,1,Slow
Kem dưỡng trẻ hóa da Olay Regenerist Super Collagen Peptide (45g) - Hàng chính hãng,449000,25,0.0,0,1,Slow
Nước Hoa Hồng Se Khít Lỗ Chân Lông Chiết Xuất Tía Tô Chinoshio Perilla Natural Skin Lotion 500 mL,125000,50,0.0,0,1,Slow
Mặt Nạ Đất Sét Băng Lạnh Loại Bỏ Dầu Nhờn - Thu Nhỏ Lỗ Chân Lông - Làm Dịu Da Aperire Spa Relief Pore Mask 120g - Cấp ẩm dịu da,330500,34,0.0,0,1,Slow
Kem chống nắng dưỡng da chuyên sâu dạng serum Skin Aqua UV Defense Duo Serum 30g,176500,19,0.0,0,1,Slow
Sữa chống nắng cho da nhạy cảm Shiseido GSC Perfect Sun Protector Lotion Sensitive SPF50+ 50ml,1107000,10,4.5,2,6,Slow
Bộ sản phẩm chống lão hóa và phục hồi da SU:M37 LosecSumma 2pcs Set,3631000,30,0.0,0,0,Slow
Bộ Sữa Rửa Mặt Tái Sinh Ohui The First Geniture Foam Cleanser Special Set,1280000,20,0.0,0,0,Slow
Kem chống nắng nâng tông - che khuyết điểm kiềm dầu Herietta UV System Skin Tone - Up Sun Cream Hàn Quôc 70ml,225000,0,0.0,0,1,Slow
COMBO 10 Miếng Mặt Nạ BANOBAGI PREMIUM Thế Hệ Mới Dưỡng Da Chuyên Sâu Dành Cho Mọi Loại Da 30ml,220000,0,0.0,0,0,Slow
Xịt khoáng nghệ Hưng Yên Cocoon 130ml,179500,15,5.0,4,34,Slow
Fragmyx Oxyx – Huyết thanh làm sáng - tái tạo da và ngăn lão hóa,1550000,0,0.0,0,0,Slow
[MỚI] Serum dưỡng da và phục hồi da sau nắng Anessa Night Sun Care Serum 180ml,487500,21,5.0,2,22,Slow
Kem dưỡng sáng da cho nam dạng gel Oxy Brightening Gel 50g,173000,20,5.0,3,46,Slow
Mặt Nạ Cấp Nước Su:m37 Water-full 3 Steps (hộp 10 miếng),790000,28,0.0,0,3,Slow
Kem Dưỡng Ban Ngày L'Oreal Paris Revitalift Hyaluronic Acid Plumping Cream Day Cấp Ẩm 50ml,299000,0,0.0,0,2,Slow
[LA ROCHE-POSAY] Kem Dưỡng Ngăn Ngừa Mụn Chuyên Sâu - Giảm Thâm & Mụn Nhanh Sau 12H Effaclar Duo+ 40/15/3ml,25000,0,5.0,1,10,Slow
Sữa Rửa Mặt Dịu Nhẹ Cho Da Thường Đến Da Dầu Cerave Foaming Facial Cleanser 355ml - 473ml Hàng Nhập Mỹ,495000,0,4.8,46,18,Slow
Serum Dưỡng Ẩm  Trắng Da Chống Lão Hóa,550000,0,0.0,0,0,Slow
KEM CHỐNG THÂM QUẦNG - BỌNG MẮT - NẾP NHĂN VÙNG MẮT NEW KUMARGIC EYE DX 20g Nhật Bản (Mẫu mới nhất),235000,0,5.0,11,65,Slow
Sữa rửa mặt trắng da Hatomugi Cleansing Foam hạt Ý Dĩ,89000,0,5.0,7,47,Slow
Serum chống lão hóa da và giảm nám tàn nhang DERMEDEN Intense Anti-ageing Retinol 1% + Niacinamide 5% 30ml,2600000,0,0.0,0,0,Slow
Kem dưỡng ẩm làm sáng da ban đêm Cetaphil Bright Healthy Radiance Night Comfort Cream 50g,719000,0,4.8,26,108,Slow
Combo 10 Mặt Nạ Chống Lão Hóa - Giảm Nếp Nhăn BNBG Vita Cocktail AGE Foil Mask 30mlx10,299000,32,5.0,6,20,Slow
Kem Chống Nắng La Roche Posay Dạng Gel Làm Sáng Da Uvidea Anthelios Tone-Up Rosy SPF50+ 30ml,850000,0,5.0,1,5,Slow
Nước hoa cúc Kiehls Calendula Herbal-Extract Toner Alcohol-Free,250000,0,0.0,0,2,Slow
Chống nắng dạng thỏi dưỡng trắng cải thiện nếp nhăn Su:m37 Sun-away Velvet Sun Stick SPF50+/PA++++ 18g,622500,25,4.8,6,18,Slow
Kem chống nắng kiêm kem lót dưỡng trắng Su:m37 Sun-away Multi Effect Sunblock AD SPF50+ PA+++ 50ml,855000,25,5.0,5,43,Slow
Cicaplast Baume B5 La Roche-Posay Kem Dưỡng Làm Dịu Mát Mượt & Phục Hồi Da Phù Hợp Cho Trẻ Em - Trẻ Sơ Sinh (100ml) - M6918702,510000,0,4.5,17,87,Slow
Kem Dưỡng đa năng Embryolisse,269000,0,5.0,8,41,Slow
Nước tẩy trang Chacott For Professionals 500ml của Nhật Bản,329000,0,5.0,1,5,Slow
Kem Dưỡng Ngăn Ngừa Lão Hóa Da Ban Ngày Vichy Liftactiv Supreme 50ml,1600000,0,5.0,2,11,Slow
Hộp 8 Miếng Mặt Nạ Kiểm Soát Dầu Và Mụn Naruko Tràm Trà (Bản Đài) - Tea Tree Shine Control And Blemish Clear Mask,319000,0,5.0,115,685,Hot
Nước Tẩy Trang Làm Sạch Sâu Cho Da Nhạy Cảm La Roche-Posay Micellar Water Ultra Sensitive Skin 400ml,525000,0,5.0,17,73,Slow
Nước tẩy trang dành cho da nhạy cảm BIODERMA Sensibio H2O 500ml,549000,0,4.8,77,1072,Hot
Xịt Khoáng 50ml La roche posay,145000,0,4.8,12,80,Slow
Sữa Rửa Mặt Cetaphil Gentle Skin Cleaner (500ml) - 8394107341305 -9318637069637,499000,0,5.0,115,461,Slow
Sữa Rửa Mặt Sạch Mụn Đầu Đen St.Ives Trà Xanh (170g),135000,0,4.6,14,101,Slow
Combo Kem Dưỡng Giảm Mụn - Ngừa Vết Thâm - Se Nhỏ Lỗ Chân Lông La Roche-Posay Effaclar Duo+ M694050 (40ml) + Gel Rửa Mặt Dành Cho Da Dầu Nhạy Cảm La Roche-Posay Effaclar Purifying Foaming Gel 100771312 (50ml),490000,0,5.0,9,38,Slow
Kem Dưỡng Ẩm Ban Đêm Sekkisei Phục Hồi - Cấp Ẩm - Làm Sáng Da Cho Da Nhạy Cảm Sekkisei Clear Wellness Kose Nhật Bản 40g,1149000,0,0.0,0,0,Slow
Sữa Chống Nắng Dưỡng Da Shiseido GSC Urban Environment Triple Beauty Suncare Emulsion SPF50+ PA++++ 30ml,1193400,10,0.0,0,2,Slow
Kem Chống Nắng Some By Mi V10 Hyal Antioxidant Suncreen SPF 50+ PA++++ 40g,199000,0,0.0,0,0,Slow
Kem dưỡng nâng tông da PERFECT DIARY 40g dưỡng ẩm mỏng nhẹ sáng da tức thời,198500,35,0.0,0,9,Slow
Kem chống nắng làm dịu giúp hạ nhiệt Beyond Angel Aqua Moisture Sun Cream SPF 50+/PA,225000,25,0.0,0,2,Slow
Kem Dưỡng Ẩm Da NIVEA Crème (30 ml) - 80101,44500,13,0.0,0,115,Slow
Kem Dưỡng Trắng Oultra Phục Hồi - Trẻ Hóa Da,862000,0,0.0,0,0,Slow
Serum và Kem dưỡng Compliment Axit Azelaic cho da dầu nhờn - xỉn màu 27ml,125000,0,0.0,0,7,Slow
Bộ sữa chống nắng dưỡng da kiềm dầu bảo vệ hoàn hảo SPF50+ PA++++ 60ml và Serum dưỡng da và phục hồi da sau nắng 180ml Anessa,1148500,14,5.0,1,18,Slow
Gel Giúp Loại Bỏ Tế Bào Da Chết Dưỡng Sáng Da 120G Rosette Gommage Bright Peel,180000,0,0.0,0,3,Slow
Kem dưỡng sáng da mờ thâm La Roche-Posay Mela B3 40ml,935000,5,0.0,0,0,Slow
Dưỡng chất giảm thâm nám và dưỡng sáng toàn diện La Roche-Posay Mela B3 serum 30ml,980000,0,0.0,0,4,Slow
Bộ Trị Nám Aithan Melasma And Whitening (Set 4 Món),600000,0,0.0,0,0,Slow
Combo 2 Kem dưỡng ẩm dịu lành cho da nhạy cảm CETAPHIL MOISTURISING CREAM 50G,512000,0,0.0,0,30,Slow
Kem Dưỡng Kintsugi Phục Hồi Hàng Rào Bảo Vệ và Giảm Kích Ứng Zakka Naturals 40G,468000,10,0.0,0,0,Slow
Tinh chất giảm mụn giảm thâm và tái tạo da  3 tác động La Roche-Posay Effaclar Serum 30ml,350000,0,3.7,3,10,Slow
TRIAL SIZE - Sữa chống nắng bí đao - Ráo mịn tự nhiên SPF 50+ - UVA-PF 62.6 Cocoon 5ml thuần chay,70000,0,0.0,0,3,Slow
Bộ Sữa rửa mặt dưỡng trắng Ohui Extreme White Bright Cleansing Foam Set 260ml,712500,25,0.0,0,1,Slow
Kem chống nắng Lô hôi dịu da - kiềm dầu Kwailnara Aloe Vera Sun Cream SPF50+ PA++++ 50g,185000,0,0.0,0,1,Slow
Tế Bào Gốc Mibiti Prudente Scar Control – Làm Đầy Sẹo Rỗ - Phục Hồi Da Mỏng Yếu | Kelly Beauty,1100000,0,0.0,0,4,Slow
Sữa Dưỡng Ẩm Ban Đêm Cerave Facial Moist Lotion Pm 52ml,515000,0,0.0,0,3,Slow
Kem Chống Nắng Cấp Ẩm & Dịu Da Cell Fusion C Aquatica Sunscreen 100 SPF 50+/PA,520000,0,0.0,0,0,Slow
TINH CHẤT PHỤC HỒI VITAMIN B5 PIME FEEL UP SERUM 50G,680000,0,0.0,0,3,Slow
Kem B5 Compliment Phục Hồi Da D-Panthenol 7% 75ml ,79000,0,4.8,5,15,Slow
Bộ Kem Dưỡng L'Oreal Paris Ngày Và Đêm Sáng Mịn Mờ Thâm Nám Glycolic-Bright Glowing Cream,603000,0,4.0,1,8,Slow
Sữa Rửa Mặt Tẩy Trang &amp; Làm Sáng Da Hatomugi Hạt Ý Dĩ Nhật Bản (130g),99000,0,0.0,0,2,Slow
Kem chống nắng Cellabel sun cream 45ml,1000000,0,0.0,0,0,Slow
Kem dưỡng ẩm chống lão hóa da - giảm nám tàn nhang DERMEDEN Night Cream Retinol 1% + Niacinamide 5% 50ml,2500000,0,0.0,0,8,Slow
Nước làm sạch và tẩy trang cho mọi loại da Garnier Micellar Water 125ml - 400ml,75000,0,0.0,0,0,Slow
Nước cân bằng làm sáng da Cetaphil Bright Healthy Radiance Refresh Toner 150ml,359000,0,5.0,11,61,Slow
Lotion Hạt Dưỡng Ẩm Ý Dĩ Naturie Hatomugi Skin Conditioner 500ml,149000,0,0.0,0,5,Slow
Combo Simple Làm Sạch Nước Tẩy Trang + Nước Hoa Hồng,159000,0,4.8,32,108,Slow
Tẩy Trang Mắt Môi Chuyên Dụng Maybelline New York Eye & Lip Makeup Remover 40ml,59000,0,5.0,2,20,Slow
Kem Chống Nắng Có Màu Mona Frema SUNPRE High Protection DD Facial Gel 60ml,1069200,0,5.0,4,31,Slow
Combo 10 Mặt Nạ Sáng Da BNBG Vita Cocktail BRIGHTENING Foil Mask 30mlx10,299000,32,5.0,2,13,Slow
Kem chống nắng Skin Aqua cho da nhạy cảm dạng gel dùng hàng ngày Sunplay Skin Aqua Mild Care Gel SPF50+ PA+++ 25g,110000,20,4.7,87,578,Hot
Nước Xịt Khoáng EVOLUDERM 400ml + Tặng 1 Móc Khóa Nhựa 2 Mặt,290000,0,4.8,45,162,Slow
Gel chống nắng Nhật Bản Naris Parasola UV Cut Gel SPF50+ PA++++ (90g) + Tặng gương mini siêu cute,419000,0,4.3,6,21,Slow
Kem chống nắng dạng sữa lỏng nhẹ không nhờn rít La Roche-Posay Anthelios Shaka Fluid SPF 50+ 50ml,375000,0,0.0,0,0,Slow
Sữa Rửa Mặt Trà Xanh Naive (130g),125000,0,4.5,22,167,Slow
Bộ tái sinh làn da phiên bản nâng cấp The Whoo Cheongidan Rejuvenating Pro-radiance 3pcs Set,6005000,30,0.0,0,0,Slow
Kem Dưỡng Ẩm & Dưỡng Trắng - Phục Hồi & Ngăn Ngừa Thâm Nám Cho Da  Sekkisei Brightening Cream Kose Nhật Bản (40g),1206350,0,0.0,0,0,Slow
Toner Pad Trà Xanh hỗ trợ làm sạch sâu - giảm mụn - mờ thâm Pime Tea Tree Toner Pad 60 miếng,567300,7,0.0,0,0,Slow
Combo kem chống nắng nâng tone và kem dưỡng trắng da Jucy,750000,0,0.0,0,0,Slow
Gel Rửa Mặt Bioderma Sebium 200ml,415000,0,0.0,0,2,Slow
Mặt nạ BANOBAGI Vita Genic - Stem Cell - Super Collagen Mask Hàn Quốc bổ sung Vitamin Dưỡng ẩm Nâng cơ Chống lão hóa 30ml,22000,0,0.0,0,0,Slow
Mặt nạ tinh chất cô đặc tái sinh tế bào phục hồi da CONCENTRATED RECOVERY MASK DAMODE 4 cái dùng thử,733000,17,0.0,0,0,Slow
Combo chăm da mụn genZ Oribe Cica Cica Formula hỗ trợ giảm mụn làm mờ thâm phục hồi da,615000,37,0.0,0,0,Slow
Tinh chất làm mờ đốm nâu - thâm nám Emmié Duo C + Arbutin 25.5% Serum (30ml) - Hàng chính hãng,549000,31,5.0,1,6,Slow
Kem Ốc Sên Tonymoly Intense Care Gold 24K Snail Cream 45ML,1100000,0,0.0,0,0,Slow
Mặt nạ đất sét Compliment No Problem Face Mask 80ml sạch da giảm mụn,85000,0,0.0,0,0,Slow
Kem Chống Nắng Anessa Perfect UV Sunscreen Skincare Milk Spf 50+ Pa++++ (60ml),125000,0,5.0,1,12,Slow
Sữa rửa mặt và tẩy trang dưỡng ẩm lô hội Naris Alodew Nhật Bản 100ml,365000,0,0.0,0,4,Slow
Mặt nạ dưỡng da Skin Republic Collagen Hydrogel Face Mask 25ml,139000,0,5.0,1,1,Slow
Kem Dưỡng Trắng Da Body S&W Celaud 180ml,390000,0,0.0,0,0,Slow
Nước Dưỡng Da Ngừa Mụn Và Se Khít Lỗ Chân Lông Club Suppin Nhật Bản (Chai 380ml),239000,0,0.0,0,0,Slow
Sữa Rửa Mặt & Tẩy Trang Tạo Bọt Dưỡng Trắng Da Softymo Kosé Nhật Bản (Tuýp 60g),59000,0,0.0,0,2,Slow
Toner nước nghệ Hưng Yên Cocoon 140ml giúp da sáng mịn rạng rỡ thuần chay,185250,5,0.0,0,3,Slow
Bột tẩy da chết chiết xuất cám gạo DAILY MICROFOLIANT của Dermalogica,440000,0,5.0,1,4,Slow
Tẩy tế bào chết Daily Milkfoliant làm dịu & làm sáng mượt tức thì,308000,0,0.0,0,2,Slow
Dung Dịch Tẩy Tế Bào Chết Paula's Choice 2% BHA 30ml - 118ml,337000,0,3.0,2,10,Slow
